Tweet ID,Username,Text
1658686221520863232,AmazonHelp,"@anilntech Apologies for the inconvenience with your order refund. We'd like to help you with this, please reach ou… https://t.co/YjrLAhd03X"
1658685897808793600,AmazonHelp,"@prakashsrivaths We're regret, if the order status is reflecting as cancelled, it can't be reinstated. We appreciat… https://t.co/1BQimrzUuK"
1658685700982669312,AmazonHelp,@funkyspacerat Hello there! We're sorry to hear about that. Can you tell us more about what's going on? Please note… https://t.co/Jx24KmFnqF
1658685435692851202,AmazonHelp,"@badrik1216 Also, please don’t provide your order/account details as we consider them to be personal information. O… https://t.co/VFlvSEKUTO"
1658685391270969345,AmazonHelp,@badrik1216 Kindly follow up with us over the email sent by our Social Media team for any further updates on the is… https://t.co/5XeL2jMdXp
1658685301504749569,Ramesh_2828,@AmazonHelp DM the mail id
1658684799786053634,AmazonHelp,@Zaschke Thanks for the additional information. The delivery date may change depending on the country. There should… https://t.co/VtnCHZNyMf
1658684758769926144,AmazonHelp,"@Aaryapuneet8880 We'd like to help you with this, please reach out to us via DM. We will do our best to assist. Fur… https://t.co/93Sy4NLjgy"
1658684751253848065,AmazonHelp,"@swiftsadprose Thanks for the additional information. To ensure your account's security, we're unable to access acc… https://t.co/fAI3gbgRES"
1658684670303784961,AmazonHelp,"@Dillguy9 Hi there. We're sorry to hear of the trouble. We'd like to help the best we can. To confirm, have you res… https://t.co/ASuD5wy8Go"
1658684563667955712,yogi4332,"@amazonIN @amazon @AmazonHelp Regarding order delivered on 8th May, I am facing a lot of issues to get the order ba… https://t.co/jUWsUcVMAk"
1658684250839736321,AmazonHelp,"@Crabcakes0455 Hi! If you need assistance, let us know. -Audriana"
1658684214580051970,AmazonHelp,"@sonukkyadav Also, please don’t provide your order/account details as we consider them to be personal information.… https://t.co/XTOURjI327"
1658684100885069825,AmazonHelp,@sonukkyadav We understand your concern regarding the delivery of your order. All the products are shipped and mapp… https://t.co/fCIUFkYznt
1658683756343959553,AmazonHelp,@Devendr76634176 Please don’t provide your order/account/tracking details as we consider them to be personal inform… https://t.co/HQ0aVNqCrc
1658683633144680448,AmazonHelp,"@Devendr76634176 Sorry to know the trouble regarding the delivery of your orders. Please be informed, orders are di… https://t.co/vZRaCNhUsv"
1658683544875716609,BandBajaateRaho,RT @panujji: @AmazonHelp What shud I do with ur corrective action? I don't care if u minimise or not . I am awaiting call from @AmitAgarwal…
1658683472251088896,TurboDingus,@AmazonHelp yea but if it was a box I’d understand. It was a leather bound notebook in thin plastic wrapping that w… https://t.co/FOYdHNq6yX
1658683333587419136,AmazonHelp,@jupii We'd like to take a closer look at this with you. Since we don't have account access via social media outlet… https://t.co/bztVhCA4h8
1658683309193596928,BandBajaateRaho,"RT @Saurav_Rao_jr: 🚨 Urgent Appeal to @AmazonHelp 🚨
I'm deeply disappointed &amp; frustrated by the complete lack of response, refund, or repla…"
1658683255267160064,AmazonHelp,"@shashank2393g We understand the delay caused in this case. However, few issues might take time to resolve, as we n… https://t.co/IdNZYVqaOR"
1658683177009856512,AmazonHelp,"@DepanderShekha2 We'd like to help you with this, please reach out to us via DM. We will do our best to assist. Fur… https://t.co/nqf2cf9dHt"
1658683092666658818,AmazonHelp,"@prakashthakur We apologize for the conflict tracking update. We'd like to help you with this, please reach out to… https://t.co/ZsnIzSw8LA"
1658682848797159429,AmazonHelp,"@K_moreas We understand, however, you'll need to continue working with the agents via email for further assistance. -Shannon"
1658682811874934785,shashank2393g,"@AmazonHelp ""Disappointed with @amazon's lack of response despite being asked to wait 3-5 days. It's been well beyo… https://t.co/cHl8UE9cTj"
1658682799975456773,AmazonHelp,@GamitHe81050143 We're sorry your account is on hold. While we’re unable to access account specific information on… https://t.co/vy5Yt72eSU
1658682222822707202,Zaschke,"@AmazonHelp No dispatch date provided on @amazonDE's website under ""track item"", order was advertised with delivery… https://t.co/myKHq3YYfQ"
1658682133999910914,GJMartinez81,@AmazonHelp There's no need for feedback. It keeps happening over and over. There's readers/collectors that don't a… https://t.co/E4Z1osmIoD
1658681861961576455,Prabhak76080582,"#SamsungWashingMachineQuiz @SamsungIndia @amazonIN @Samsung @amazonpay #SamsungWashingMachine @AmazonHelp
I played… https://t.co/8FzdwkBe3i"
1658681787646656512,consumr_rights,RT @52fac9ffeb9e40e: i placed an order of new mobile 115G prime redmi note through amazon app by paying 15999/_ Rupees in advance but i hav…
1658681630783930369,swiftsadprose,@AmazonHelp your link to customer service doesn’t take me to anything that’s helpful to me. i select in the email e… https://t.co/u7xRHwBccK
1658681599305691136,AmazonHelp,@CaydeOtter Hi. We're sorry to hear about the device issue. We're here to support you however we can! Please tell u… https://t.co/Tz6YumPCk2
1658681569677312001,GamitHe81050143,"day 29 successfully completed 29 day's under  amazons customer harrasment program
@amazonIN delivered  damaged prod… https://t.co/2X6OOxe1Uu"
1658681407290630144,GamitHe81050143,@AmazonHelp unable to connect proper team coz my account is on hold
1658681252449222656,AmazonHelp,@GJMartinez81 Hi there. Just checking to see if everything's okay or if you need any assistance from us? -Shannon
1658681041706446849,AmazonHelp,"@AanndVanjape We're sorry to know that you haven’t received your order, even though the tracking shows it has been… https://t.co/XivO8xb76v"
1658680933082443778,AmazonHelp,@peachs0ju Thank you for this information. Please allow us more time to look into issue. -Audriana
1658680864438460418,AmazonHelp,@Agent00sonic You're welcome! Keep us posted. -Rose
1658680591611736065,malikbabu481,RT @52fac9ffeb9e40e: i placed an order of new mobile 115G prime redmi note through amazon app by paying 15999/_ Rupees in advance but i hav…
1658680450229911552,AmazonHelp,@Zaschke Sorry to hear that your order is late. What was the estimated delivery date? If the order has not been dis… https://t.co/VUIGjDwWwf
1658680345351315456,Agent00sonic,"@AmazonHelp Thank you, contact has been made!"
1658680103474274307,AmazonHelp,"@VirbahadurRam We're sorry, your order is cancelled. Cancellation of your order is certainly unintended. We cannot… https://t.co/mR7DH7zOwo"
1658680023476477952,YugalJunghare,"RT @Zircoz: @AmazonHelp @hamesjalpert Most probably .in
Because last time I checked, Bihar was in India."
1658679994447458305,AmazonHelp,@Psychobunnyxxx Hi there. Are you experiencing an issue we can assist with? We're here to help however we can. -Shannon
1658679809021542401,AmazonHelp,@swiftsadprose We'd like to take a closer look at this with you. Since we don't have account access via social medi… https://t.co/nxPDoyBneZ
1658679609611763712,AmazonHelp,@Perplexedentity Oh no! We’re so sorry to hear this. This isn’t the experience we strive for. Have you had a chance… https://t.co/8PpWJknpsD
1658679577991081984,peachs0ju,@AmazonHelp They advised for me to wait for the specialist team to get back to me. All I want is my money refunded to my card.
1658679387624202242,VivekBh99465867,"@AmazonHelp @amazonIN PATHETIC EXPERIENCE FROM AMAZON FOR ORDER ID 158299770613

DISGUSTING ....IMPROVE SLA OF YOUR CSD"
1658679296418803712,AmazonHelp,@K_moreas Please reply directly to the email you received for further assistance. -Shannon
1658679094559617025,AmazonHelp,"@iftesam1685785 We're sorry, we wouldn't be able to provide you any further insight regarding this issue here until… https://t.co/Gp8gcHxFna"
1658678957691027458,AmazonHelp,@stubbietubbie Thanks for sharing your experience. We're always looking to improve our sustainable packaging effort… https://t.co/qNlvE2Flht
1658678788312449025,AmazonHelp,"@FullNameXtian We understand the frustration, and appreciate your patience. While we strive to make sure packages a… https://t.co/ieKO2OkgDs"
1658678684700626947,AmazonHelp,@Ramesh_2828 Please don't provide your email address details as we consider them to be personal information. Our Tw… https://t.co/tD6ercspS7
1658678572439969794,AmazonHelp,"@Ramesh_2828 We'd like to help you. Could you please confirm reaching out to our support team earlier? If yes, kind… https://t.co/qLUvMAXyTv"
1658678333553475584,AmazonHelp,@SkinToneHershee Hi there. Just checking to see if everything's okay or if you need any assistance from us? -Shannon
1658678260023058432,swiftsadprose,@AmazonHelp sorry i don’t notice the particular carriers going to my neighbors house i’m not a stalker. i don’t nee… https://t.co/OgSFRAF1IG
1658678073116749824,Ramesh_2828,@AmazonHelp jr.inbox@gmail.com
1658677965180354562,AmazonHelp,"@Cayde_Otty Oh no! We're sorry to hear this. We don't have access to accounts via Twitter, but want to help. Please… https://t.co/tQNhtKOvU8"
1658677862906359808,AmazonHelp,"@Greenguard9 Thank you for sharing the details. We will check your issue and get back to you with an update in 6-12 hours.

 -Abdul"
1658677788998508544,AmazonHelp,@ManochaPriyam We understand your disappointment. We don't have access to your account on social sites. Please foll… https://t.co/YMYmSGdJrw
1658677654504062976,shailekm,"@AmazonHelp @manish_tiwary @AmitAgarwal @amazonIN @manish_tiwary
@AmitAgarwal
@amazonIN
@AmazonHelp 
a day after a day after a day..."
1658677611101290497,Cayde_Otty,@AmazonHelp It's not a wifi thing I have it plugged to power and plugged it into hdmi and it won't boot or show up on my inputs
1658677533947076608,AmazonHelp,"@anuj74066454 Also, please don’t provide your order/account details as we consider them to be personal information.… https://t.co/jtAmhnPwCN"
1658677461725396992,AmazonHelp,"@Rajni99124494 We get your concern here however, it is beyond our authority to take further action on your concern… https://t.co/SqhvK7VuAk"
1658677403273637890,AmazonHelp,"@anuj74066454 We're sorry about your concern with regard to the account hold issue. Please know that, any action ta… https://t.co/RzJ8b1Kx2a"
1658677347019792384,Rajni99124494,RT @Rajni99124494: @AmazonHelp @AmazonHelp i will get jobsheet/denial letter only if manufacturer provide me as they just register my compl…
1658677312064483328,Rajni99124494,@AmazonHelp @AmazonHelp i will get jobsheet/denial letter only if manufacturer provide me as they just register my… https://t.co/FZiFdjsFzd
1658677075555897346,AmazonHelp,@Cayde_Otty Hi there. Thanks for reaching out. Please check this link out for helpful troubleshooting tips:… https://t.co/pzqbC4TwzH
1658676951198965765,ManochaPriyam,"@AmazonHelp Okay
Waiting for the response
Still not received any update
Kindly raise again complaint and remove res… https://t.co/jl3lvy2VKU"
1658676930239946752,AmazonHelp,"@Agent00sonic Contact the seller, and allow two days for the seller to respond. In most cases, you'll receive a rep… https://t.co/MlMfWtKCBZ"
1658676573455745024,AmazonHelp,@Malkeetsvirdi Please don’t provide your order/account details as we consider them to be personal information. Our… https://t.co/FCujNviy91
1658676497907871744,AmazonHelp,"@Malkeetsvirdi We get your concern. The availability of shipping or delivery would differ with product, pin codes,… https://t.co/aVLCuC3FAW"
1658676407172751366,vikrant_chauha,@amazonIN I would like to say to the Indian people.  Do not order any goods from an Amazon company.  Your order wil… https://t.co/5TOy7ZUDzr
1658676052946984960,Rohit_Vohra93,"@amazon No it has not been delivered, it has only been marked as delivered @amazonIN @AmazonHelp @JeffBezos
Deliver… https://t.co/swEbrVAxcp"
1658676041890648064,AlifiedD,UK team Locked my account 10 days are passed I submitted the Utility bill they asked more then 100 times and Fax th… https://t.co/Xi1Fai4gRU
1658676037520355329,Ujimondal,@AmazonHelp I don't have an email id and didn't receive any email.
1658676029731360770,AmazonHelp,"@prakashsrivaths We are sure your order will be delivered without any hassle. Also, we will be sure to forward your… https://t.co/0k47PauwbN"
1658675929424576512,AmazonHelp,@prakashsrivaths We're sorry to know that your order was cancelled. Order cancellations are followed by an email wi… https://t.co/qGXIkJ3AKE
1658675897757495297,AmazonHelp,"@AanndVanjape We'd like to help you with this, please reach out to us via DM. We will do our best to assist. Furthe… https://t.co/Ni2CNZ7Kc2"
1658675856489717761,AmazonHelp,"@ananddhar7985 We're sorry, refund was not credited to you yet. Please help us with resolution shared by support team?

 -Navya"
1658675806984364032,AmazonHelp,@Ujimondal Kindly check for the email from our Account Specialist team and reply to the same with your insight for… https://t.co/3AmVbdaLxM
1658675759349628931,AmazonHelp,"@liette_mariee For help with looking into this, please reach out to us here: https://t.co/hApLpMlfHN. -Gerardo"
1658675699337576449,AmazonHelp,"@NirajBariya We will take your comments as feedback, and forward them to our concerned team.

 -Karthik"
1658675683671920640,AmazonHelp,@lipsticklexxy Hi there. Thanks for reaching out. We're sorry to hear you have yet to receive your order. To confir… https://t.co/HKCDNXmwIF
1658675449675874307,AmazonHelp,"@Jokerin20s We'll take your comments as feedback and will forward to concerned team for review. Meanwhile, wait for… https://t.co/iYAydwkeMB"
1658675211078873090,JarednSpace,"@AmazonHelp Hasn't shipped yet. @amazon, think it'll ship, be loaded onto a truck, and be delivered in the next 35 minutes? Because I don't."
1658675176572354560,NirajBariya,@AmazonHelp If I want early access then should have watched in theatres at much cheaper price!! Why I should pay 39… https://t.co/lP21cHTyW0
1658674920698806272,Jokerin20s,"@AmazonHelp I'm asking why you guys don't have buyer protection, without asking me how did you confirm the order had been delivered?"
1658674895935381505,AmazonHelp,@liette_mariee Who's the carrier for this order? This can be confirmed by tracking it here: https://t.co/Y5jpI9gRhE. -Gerardo
1658674774699024384,AmazonHelp,"@Ramesh_2828 Sorry to inform you, we do not have access to your details from this platform to arrange a call back o… https://t.co/jg0ZPr1qbq"
1658674500303454210,Agent00sonic,"@AmazonHelp Thank you, the order was through @neewerofficial website and i don't know how it got redirected through… https://t.co/3gatfPHLjy"
1658674096085819392,AmazonHelp,"@MukeshGupt75996 Could you let us know the exact resolution provided by our support team for further assistance?

 -Anand"
1658674089534390273,AmazonHelp,"@__QueenStephhie Hello! We're sorry for any inconvenience with your Prime. You can find steps on Ending your Prime,… https://t.co/M7eufpxO9u"
1658673902183170049,AmazonHelp,@EddieFreshMagi1 Hi there. We're sorry to hear of this. We'd like to take a closer look into this with you. When yo… https://t.co/pZVSaLSKh4
1658673799783407616,AmazonHelp,@Jokerin20s Request you to wait as suggested by our support team. Do let us know if you've issues further. -Navya
1658673768057716736,AmazonHelp,@Agent00sonic We’re sorry for the experience. Please use our Online Return Center to arrange for a refund or a repl… https://t.co/1MZlXsp5k6
1658673750999482369,AmazonHelp,@SaraSaldivar Hello. It isn't our intention to keep you waiting. Please keep us posted on the delivery. -Gerardo
1658673697228566529,AmazonHelp,@Pankaj91Sharma We've taken this as feedback and will forward it to the appropriate team internally for review. (2/2) -Supriya
1658673655629455362,AmazonHelp,@Pankaj91Sharma We apologize for the issue with order cancellation. It wasn't meant to be that way. Orders that are… https://t.co/YiNsBZIxsd
1658673569763606529,liette_mariee,@AmazonHelp May 10th I believe
1658673406517080066,AmazonHelp,@bardhansudeep56 We understand you would like to have a word with us via call. We’re afraid we won't be able to arr… https://t.co/yenCxGJ5fU
1658673294600712193,Jokerin20s,@amazonIN @AmazonHelp It's showing the order delivered but I didn't receive my product. Why there is no buyer prote… https://t.co/Y7zZzSTPaQ
1658673187712802820,AmazonHelp,@polit_beast Thank you for sharing your preference. We'll share your preference as feedback with our team internall… https://t.co/eMUPeRpsct
1658673137750355969,AmazonHelp,@liette_mariee Hello. It isn't our intention to keep you waiting. Please let us know what was the delivery date we… https://t.co/fylXtio56t
1658672985463734272,Ramesh_2828,@AmazonHelp Why don't you give mail id?
1658672892572233728,BrokeNGameSs,"@AmazonHelp I can't log in: There was a problem

Please Sign-In with the currently active account."
1658672626976391168,DoWhatchu,@AmazonHelp @oeprov youre too late i think. idk context clues lol
1658672153183637504,AmazonHelp,@Greenguard9 Please don’t provide your order/account details as we consider them to be personal information. Our Tw… https://t.co/wgEyHcWLOP
1658672129880256512,SadekAliSh38513,"@AmazonHelp This is not doing you justice ,everyone has the right to see Movei and must give Movie.  Since it is a… https://t.co/cgbm4J7Ggj"
1658672091770568704,AmazonHelp,"@Greenguard9 There seems to be an issue. We'd like to help you with this, please reach out to us via DM. We will do… https://t.co/oa66ivAg3S"
1658671976255217664,AmazonHelp,"@tracibianchini We’re sorry to hear about this! That’s not the experience we want you to have. Just to clarify, whi… https://t.co/2sUYcCkfum"
1658671859163070469,bardhansudeep56,@AmazonHelp I am tired from your suggestions...here is my no 6200305543 call me back as soon as possible or else I… https://t.co/Wiv8D1X1J2
1658671570913558528,2strapp,@AmazonHelp Well I've done that several times...but now their not saying  my account is on hold but closed....i rea… https://t.co/NnSiZxe5SQ
1658671258895282178,Pankaj91Sharma,@AmazonHelp Why u cancelled the order ? I want that product on mentioned time .
1658671168012922882,AmazonHelp,"@0Darknight127 There seems to be an issue. We'd like to help you with this, please reach out to us via DM. We will… https://t.co/63X5l0Bqix"
1658671156663054337,AmazonHelp,"@4goldencarat Have we missed the delivery date provided in your order confirmation here: 
https://t.co/lZcDdAPgFz? -Sandra"
1658671036395552768,AmazonHelp,"@Crissleslaugh Hello there! We're sorry to hear about that. To make sure, who is the carrier making the delivery fo… https://t.co/wzVqoRT2A7"
1658670873203671040,AmazonHelp,"@abdallah_811 Hello Abdallh, as we mentioned in dm, It is not possible to compensate you for a delay in the order,… https://t.co/nzRDGaLEep"
1658670708359143429,AmazonHelp,@Ujimondal We understand your disappointment. We don't have access to your account on social sites. Please follow u… https://t.co/HSwclRZzgf
1658670678030131203,AmazonHelp,@Ljay2u47 We can't pull up accounts over Twitter for security reasons. We encourage checking the messages we send y… https://t.co/iJ8XaFUjUh
1658670645696245764,AmazonHelp,@Ramesh_2828 We get your diappointment. Kindly follow these steps: click on the link provided earlier&gt; Sign In &gt; ch… https://t.co/dAuEqL5wMT
1658670380075106305,AmazonHelp,"@GaganTPL Kindly reply to the same email asking for an update. Also, please don’t provide your order/account detail… https://t.co/QzIr1YMont"
1658670357400768512,AmazonHelp,"@Pankaj91Sharma We get your concern regarding the delivery of your order. When an order is placed, you'll receive a… https://t.co/onH1WgRMo3"
1658670101455929351,0Darknight127,@gyanibaba2_0 @help_delhivery @amazonIN @delhivery @BandBajaateRaho @jagograhakjago @AmazonHelp @flipkartsupport to… https://t.co/8mV4fxEBf6
1658670002549948416,AmazonHelp,"@SadekAliSh38513 Content availability on Amazon Prime Video is subjected to geographical restrictions. Hence, certa… https://t.co/oB7pjNeHBQ"
1658669979451944960,AmazonHelp,"@devimj Thank you for the confirmation. Our team will check and get back to you with an update within 6-12 hours.

 -Karthik"
1658669890470035457,Ramesh_2828,@AmazonHelp Tried but in vain. Not able to upload photos. So you send email id of Nodal officer and Appellate authority
1658669826460491780,AmazonHelp,@ChrissandraTay2 Hello! We're so sorry if you've had a poor experience.  Have you had a chance to reach out directl… https://t.co/w94FMsYuh6
1658669524768419840,AmazonHelp,@Ljay2u47 Thank you for confirming that for us! We encourage you to check the messages we send you frequently for m… https://t.co/sdYzf152zb
1658669311991615490,SadekAliSh38513,"@PrimeVideoIN When people take a subscription, there is no specific which movies they can see and which movies they… https://t.co/GSq5xVGE4G"
1658669292676698112,devimj,@AmazonHelp Submitted the form. Please take a look asap. We are really tired of repeating the story over and over.… https://t.co/K5mBdZnSKA
1658669277069574144,AmazonHelp,@wayne31000084 Hello there! We're sorry to hear about that. Can you tell us more about what's going on? Please note… https://t.co/HlF75EJXET
1658669169322389504,PeachesNPork,"RT @hamesjalpert: @AmazonHelp no you don't get it, i am actually extremely happy with your service"
1658669153199489024,Ujimondal,"@AmazonHelp Yeh I can see how you are assisting customers, instead of helping return or replace the wrong items you… https://t.co/rM4Iuu6uIF"
1658669107267420160,cofetalkapp,RT @cofetalkapp: @AmazonHelp @AmitAgarwal @amazonIN @amazon @AmazonHelp NO resolution yet...
1658669006054891521,GaganTPL,@AmazonHelp This is the message received on 05.05.2023 which says that the issue will be received by 30.04.2023. Re… https://t.co/3hbY5AI8oc
1658668930813120512,AmazonHelp,@amys_bus_ticket Hello. We're sorry to hear you've had a poor experience. Is there a current order you need assista… https://t.co/qPRF9TebMz
1658668872377982977,AmazonHelp,"@iftesam1685785 Kindly let us know the exact response provided by our Social Media team on your concern.
-Anjali"
1658668761975488513,4goldencarat,@AmazonHelp @amazon I been ordered my package and it hasn’t even move yet
1658668703494356992,AmazonHelp,@BecaDReads We're sorry your order was delayed! Are there any updates available on the order details:… https://t.co/Sjy3T683mX
1658668625220321281,AmazonHelp,@Abraham48666920 We'd like to have a closer look at this. Kindly drop in your details here :https://t.co/CCiUdErTDv… https://t.co/Gq0Aq0f24O
1658668623538409473,AmazonHelp,"@CautionLazer Sounds cool. Hopefully you won't need our help with your order, and you can get straight to it. Have a good evening! -Daniel"
